ip,datetime,method,url,size,year,month,day,hour,status_200,status_404,status_500,ip_encoded,about,contact,delete,get,html,index,login,post
41.38.166.105,2020-11-26 12:50:43,POST,/index.html,3294,2020,11,26,12,False,True,False,41038166105,0.0,0.0,0.0,0.0,0.3747640830594092,0.6934942615875391,0.0,0.6153190970494855
75.254.124.93,2021-02-01 00:17:31,POST,/contact.html,4885,2021,2,1,0,False,False,True,75254124093,0.0,0.6958866658698936,0.0,0.0,0.3735622103227819,0.0,0.0,0.6133457616086058
162.40.89.175,2021-01-10 22:45:11,DELETE,/index.html,2483,2021,1,10,22,False,False,True,162040089175,0.0,0.0,0.6082759351286037,0.0,0.3773539434268704,0.6982867520751149,0.0,0.0
65.94.107.245,2024-09-04 23:08:59,GET,/index.html,1606,2024,9,4,23,False,False,True,65094107245,0.0,0.0,0.0,0.6202693944147694,0.3729150407135787,0.6900726416558806,0.0,0.0
196.208.222.11,2022-10-08 12:13:58,DELETE,/about.html,1294,2022,10,8,12,True,False,False,196208222011,0.6994738684276036,0.0,0.6072902383200375,0.0,0.3767424502602747,0.0,0.0,0.0
184.29.201.180,2024-11-13 01:02:16,GET,/login,4492,2024,11,13,1,False,True,False,184029201180,0.0,0.0,0.0,0.6622775049403492,0.0,0.0,0.7492586378881366,0.0
225.105.66.14,2022-03-20 11:44:34,POST,/login,1089,2022,3,20,11,False,True,False,225105066014,0.0,0.0,0.0,0.0,0.0,0.0,0.7534983990125385,0.6574497415662595
171.19.213.74,2022-05-11 02:36:01,GET,/login,2659,2022,5,11,2,False,False,True,171019213074,0.0,0.0,0.0,0.6622775049403492,0.0,0.0,0.7492586378881366,0.0
90.4.108.158,2022-06-09 15:21:39,POST,/index.html,3376,2022,6,9,15,False,True,False,90004108158,0.0,0.0,0.0,0.0,0.3747640830594092,0.6934942615875391,0.0,0.6153190970494855
103.153.78.91,2022-09-11 06:59:37,POST,/index.html,2008,2022,9,11,6,False,True,False,103153078091,0.0,0.0,0.0,0.0,0.3747640830594092,0.6934942615875391,0.0,0.6153190970494855
135.184.153.87,2022-01-13 15:31:35,DELETE,/login,1866,2022,1,13,15,False,False,True,135184153087,0.0,0.0,0.6505635809403694,0.0,0.0,0.0,0.7594517938316054,0.0
56.206.201.255,2024-07-18 22:15:23,GET,/index.html,3921,2024,7,18,22,False,True,False,56206201255,0.0,0.0,0.0,0.6202693944147694,0.3729150407135787,0.6900726416558806,0.0,0.0
151.159.148.56,2024-09-07 21:19:21,DELETE,/contact.html,3012,2024,9,7,21,False,False,True,151159148056,0.0,0.700664575788991,0.6062982639893856,0.0,0.3761270627299911,0.0,0.0,0.0
22.154.206.151,2023-06-21 04:27:21,POST,/about.html,1444,2023,6,21,4,False,False,True,22154206151,0.6946886173766375,0.0,0.0,0.0,0.3741650741960277,0.0,0.0,0.6143355940682723
85.243.97.156,2024-12-18 02:12:48,POST,/about.html,1527,2024,12,18,2,True,False,False,85243097156,0.6946886173766375,0.0,0.0,0.0,0.3741650741960277,0.0,0.0,0.6143355940682723
105.217.96.236,2020-07-21 17:54:37,POST,/contact.html,3760,2020,7,21,17,True,False,False,105217096236,0.0,0.6958866658698936,0.0,0.0,0.3735622103227819,0.0,0.0,0.6133457616086058
255.28.17.252,2023-01-18 10:33:28,DELETE,/about.html,3974,2023,1,18,10,True,False,False,255028017252,0.6994738684276036,0.0,0.6072902383200375,0.0,0.3767424502602747,0.0,0.0,0.0
248.102.12.222,2023-08-03 10:08:32,GET,/about.html,3200,2023,8,3,10,False,False,True,248102012222,0.691271972056759,0.0,0.0,0.6192877148299617,0.3723248405753281,0.0,0.0,0.0
191.83.255.24,2023-10-23 00:13:04,DELETE,/index.html,3220,2023,10,23,0,True,False,False,191083255024,0.0,0.0,0.6082759351286037,0.0,0.3773539434268704,0.6982867520751149,0.0,0.0
68.46.57.46,2022-04-04 07:54:03,DELETE,/about.html,3703,2022,4,4,7,False,False,True,68046057046,0.6994738684276036,0.0,0.6072902383200375,0.0,0.3767424502602747,0.0,0.0,0.0
149.33.12.18,2024-12-11 03:12:08,POST,/about.html,3024,2024,12,11,3,False,True,False,149033012018,0.6946886173766375,0.0,0.0,0.0,0.3741650741960277,0.0,0.0,0.6143355940682723
158.108.211.218,2021-10-28 22:19:00,POST,/login,4124,2021,10,28,22,True,False,False,158108211218,0.0,0.0,0.0,0.0,0.0,0.0,0.7534983990125385,0.6574497415662595
95.44.220.172,2022-01-23 00:58:08,GET,/login,1727,2022,1,23,0,False,True,False,95044220172,0.0,0.0,0.0,0.6622775049403492,0.0,0.0,0.7492586378881366,0.0
77.71.43.84,2022-09-23 04:28:14,POST,/login,4149,2022,9,23,4,True,False,False,77071043084,0.0,0.0,0.0,0.0,0.0,0.0,0.7534983990125385,0.6574497415662595
148.225.232.93,2021-04-30 11:08:30,GET,/index.html,4575,2021,4,30,11,True,False,False,148225232093,0.0,0.0,0.0,0.6202693944147694,0.3729150407135787,0.6900726416558806,0.0,0.0
82.208.223.161,2022-02-12 18:46:14,GET,/about.html,2857,2022,2,12,18,False,False,True,82208223161,0.691271972056759,0.0,0.0,0.6192877148299617,0.3723248405753281,0.0,0.0,0.0
173.156.49.104,2024-01-16 09:19:50,POST,/login,1690,2024,1,16,9,False,False,True,173156049104,0.0,0.0,0.0,0.0,0.0,0.0,0.7534983990125385,0.6574497415662595
63.158.213.81,2024-10-18 06:12:30,DELETE,/contact.html,1730,2024,10,18,6,True,False,False,63158213081,0.0,0.700664575788991,0.6062982639893856,0.0,0.3761270627299911,0.0,0.0,0.0
125.25.148.0,2020-10-14 22:08:04,DELETE,/contact.html,3785,2020,10,14,22,False,False,True,125025148000,0.0,0.700664575788991,0.6062982639893856,0.0,0.3761270627299911,0.0,0.0,0.0
231.196.188.102,2021-09-24 17:34:44,DELETE,/contact.html,4971,2021,9,24,17,False,False,True,231196188102,0.0,0.700664575788991,0.6062982639893856,0.0,0.3761270627299911,0.0,0.0,0.0
93.219.136.181,2021-05-18 11:49:11,DELETE,/index.html,2375,2021,5,18,11,False,True,False,93219136181,0.0,0.0,0.6082759351286037,0.0,0.3773539434268704,0.6982867520751149,0.0,0.0
190.107.184.81,2020-08-07 20:44:22,DELETE,/contact.html,4720,2020,8,7,20,False,False,True,190107184081,0.0,0.700664575788991,0.6062982639893856,0.0,0.3761270627299911,0.0,0.0,0.0
5.197.231.76,2023-01-12 19:21:12,POST,/index.html,4903,2023,1,12,19,False,False,True,5197231076,0.0,0.0,0.0,0.0,0.3747640830594092,0.6934942615875391,0.0,0.6153190970494855
228.228.100.227,2023-09-11 03:13:03,GET,/about.html,2117,2023,9,11,3,False,True,False,228228100227,0.691271972056759,0.0,0.0,0.6192877148299617,0.3723248405753281,0.0,0.0,0.0
167.2.254.193,2024-11-06 06:41:49,GET,/index.html,3945,2024,11,6,6,False,True,False,167002254193,0.0,0.0,0.0,0.6202693944147694,0.3729150407135787,0.6900726416558806,0.0,0.0
231.210.132.194,2021-07-12 02:18:54,DELETE,/login,1726,2021,7,12,2,True,False,False,231210132194,0.0,0.0,0.6505635809403694,0.0,0.0,0.0,0.7594517938316054,0.0
162.251.108.49,2021-10-06 16:49:02,DELETE,/index.html,1161,2021,10,6,16,True,False,False,162251108049,0.0,0.0,0.6082759351286037,0.0,0.3773539434268704,0.6982867520751149,0.0,0.0
3.74.124.101,2024-09-05 16:41:57,GET,/login,2113,2024,9,5,16,True,False,False,3074124101,0.0,0.0,0.0,0.6622775049403492,0.0,0.0,0.7492586378881366,0.0
8.195.248.18,2022-03-23 00:17:48,DELETE,/about.html,4441,2022,3,23,0,False,False,True,8195248018,0.6994738684276036,0.0,0.6072902383200375,0.0,0.3767424502602747,0.0,0.0,0.0
59.220.19.188,2024-03-12 05:53:48,DELETE,/about.html,3625,2024,3,12,5,False,True,False,59220019188,0.6994738684276036,0.0,0.6072902383200375,0.0,0.3767424502602747,0.0,0.0,0.0
190.61.179.206,2024-11-11 02:45:10,DELETE,/contact.html,1544,2024,11,11,2,False,True,False,190061179206,0.0,0.700664575788991,0.6062982639893856,0.0,0.3761270627299911,0.0,0.0,0.0
151.127.168.247,2024-07-02 12:20:48,POST,/login,4267,2024,7,2,12,False,False,True,151127168247,0.0,0.0,0.0,0.0,0.0,0.0,0.7534983990125385,0.6574497415662595
112.223.206.152,2024-12-07 21:54:17,DELETE,/about.html,2120,2024,12,7,21,False,False,True,112223206152,0.6994738684276036,0.0,0.6072902383200375,0.0,0.3767424502602747,0.0,0.0,0.0
170.222.131.180,2021-12-02 12:27:16,DELETE,/login,3028,2021,12,2,12,False,True,False,170222131180,0.0,0.0,0.6505635809403694,0.0,0.0,0.0,0.7594517938316054,0.0
28.110.237.163,2023-03-29 20:12:30,DELETE,/login,1726,2023,3,29,20,False,True,False,28110237163,0.0,0.0,0.6505635809403694,0.0,0.0,0.0,0.7594517938316054,0.0
236.36.163.200,2023-02-14 00:14:20,POST,/contact.html,4504,2023,2,14,0,False,False,True,236036163200,0.0,0.6958866658698936,0.0,0.0,0.3735622103227819,0.0,0.0,0.6133457616086058
195.117.121.31,2024-11-29 12:07:04,GET,/index.html,1290,2024,11,29,12,False,False,True,195117121031,0.0,0.0,0.0,0.6202693944147694,0.3729150407135787,0.6900726416558806,0.0,0.0
219.174.51.126,2024-07-13 00:52:56,GET,/index.html,2055,2024,7,13,0,False,True,False,219174051126,0.0,0.0,0.0,0.6202693944147694,0.3729150407135787,0.6900726416558806,0.0,0.0
119.208.97.85,2023-01-08 03:47:23,GET,/index.html,2151,2023,1,8,3,False,False,True,119208097085,0.0,0.0,0.0,0.6202693944147694,0.3729150407135787,0.6900726416558806,0.0,0.0
122.22.120.56,2021-10-29 11:25:05,DELETE,/contact.html,2247,2021,10,29,11,True,False,False,122022120056,0.0,0.700664575788991,0.6062982639893856,0.0,0.3761270627299911,0.0,0.0,0.0
216.19.88.158,2022-08-07 00:12:39,DELETE,/contact.html,2781,2022,8,7,0,False,True,False,216019088158,0.0,0.700664575788991,0.6062982639893856,0.0,0.3761270627299911,0.0,0.0,0.0
208.49.17.129,2022-01-08 00:05:30,POST,/login,2650,2022,1,8,0,False,False,True,208049017129,0.0,0.0,0.0,0.0,0.0,0.0,0.7534983990125385,0.6574497415662595
234.44.130.41,2023-09-27 16:08:15,DELETE,/login,2166,2023,9,27,16,False,False,True,234044130041,0.0,0.0,0.6505635809403694,0.0,0.0,0.0,0.7594517938316054,0.0
147.106.219.228,2021-04-21 11:27:16,POST,/login,3492,2021,4,21,11,True,False,False,147106219228,0.0,0.0,0.0,0.0,0.0,0.0,0.7534983990125385,0.6574497415662595
35.134.218.47,2020-10-25 21:17:45,GET,/index.html,2324,2020,10,25,21,False,False,True,35134218047,0.0,0.0,0.0,0.6202693944147694,0.3729150407135787,0.6900726416558806,0.0,0.0
230.195.56.16,2022-07-21 15:32:09,DELETE,/login,2421,2022,7,21,15,True,False,False,230195056016,0.0,0.0,0.6505635809403694,0.0,0.0,0.0,0.7594517938316054,0.0
77.236.133.100,2022-12-26 05:12:32,POST,/about.html,4310,2022,12,26,5,False,True,False,77236133100,0.6946886173766375,0.0,0.0,0.0,0.3741650741960277,0.0,0.0,0.6143355940682723
72.188.88.190,2022-12-09 18:37:17,GET,/contact.html,3780,2022,12,9,18,False,False,True,72188088190,0.0,0.6924750674202508,0.0,0.6182996707901875,0.3717308140335755,0.0,0.0,0.0
188.37.29.73,2020-12-03 09:33:05,DELETE,/about.html,2429,2020,12,3,9,False,False,True,188037029073,0.6994738684276036,0.0,0.6072902383200375,0.0,0.3767424502602747,0.0,0.0,0.0
69.120.149.80,2021-04-14 13:21:40,GET,/login,4091,2021,4,14,13,True,False,False,69120149080,0.0,0.0,0.0,0.6622775049403492,0.0,0.0,0.7492586378881366,0.0
15.167.31.130,2024-12-19 00:09:52,DELETE,/index.html,1010,2024,12,19,0,False,True,False,15167031130,0.0,0.0,0.6082759351286037,0.0,0.3773539434268704,0.6982867520751149,0.0,0.0
118.232.240.108,2022-10-31 05:35:35,POST,/about.html,3067,2022,10,31,5,True,False,False,118232240108,0.6946886173766375,0.0,0.0,0.0,0.3741650741960277,0.0,0.0,0.6143355940682723
94.41.19.111,2023-10-21 11:26:28,DELETE,/contact.html,3989,2023,10,21,11,False,True,False,94041019111,0.0,0.700664575788991,0.6062982639893856,0.0,0.3761270627299911,0.0,0.0,0.0
129.19.153.32,2023-07-17 21:18:30,GET,/contact.html,4770,2023,7,17,21,False,True,False,129019153032,0.0,0.6924750674202508,0.0,0.6182996707901875,0.3717308140335755,0.0,0.0,0.0
38.229.223.170,2021-08-14 21:38:05,GET,/login,3548,2021,8,14,21,True,False,False,38229223170,0.0,0.0,0.0,0.6622775049403492,0.0,0.0,0.7492586378881366,0.0
32.38.124.71,2021-07-12 21:11:35,POST,/login,2306,2021,7,12,21,False,False,True,32038124071,0.0,0.0,0.0,0.0,0.0,0.0,0.7534983990125385,0.6574497415662595
111.186.217.26,2024-02-06 21:14:26,POST,/contact.html,4040,2024,2,6,21,True,False,False,111186217026,0.0,0.6958866658698936,0.0,0.0,0.3735622103227819,0.0,0.0,0.6133457616086058
77.201.238.145,2022-03-13 18:34:05,GET,/index.html,1738,2022,3,13,18,True,False,False,77201238145,0.0,0.0,0.0,0.6202693944147694,0.3729150407135787,0.6900726416558806,0.0,0.0
120.71.250.50,2021-10-01 06:41:52,GET,/about.html,1709,2021,10,1,6,True,False,False,120071250050,0.691271972056759,0.0,0.0,0.6192877148299617,0.3723248405753281,0.0,0.0,0.0
89.56.29.86,2021-10-03 15:52:07,DELETE,/index.html,2265,2021,10,3,15,True,False,False,89056029086,0.0,0.0,0.6082759351286037,0.0,0.3773539434268704,0.6982867520751149,0.0,0.0
125.65.198.17,2022-06-29 01:23:43,GET,/about.html,1680,2022,6,29,1,False,False,True,125065198017,0.691271972056759,0.0,0.0,0.6192877148299617,0.3723248405753281,0.0,0.0,0.0
192.98.95.24,2023-09-12 19:05:37,DELETE,/contact.html,3260,2023,9,12,19,True,False,False,192098095024,0.0,0.700664575788991,0.6062982639893856,0.0,0.3761270627299911,0.0,0.0,0.0
34.80.210.48,2020-11-01 19:26:59,POST,/contact.html,4975,2020,11,1,19,False,True,False,34080210048,0.0,0.6958866658698936,0.0,0.0,0.3735622103227819,0.0,0.0,0.6133457616086058
226.213.83.46,2024-01-21 05:28:07,DELETE,/login,1927,2024,1,21,5,True,False,False,226213083046,0.0,0.0,0.6505635809403694,0.0,0.0,0.0,0.7594517938316054,0.0
104.200.122.10,2021-11-03 07:07:55,GET,/index.html,3438,2021,11,3,7,False,False,True,104200122010,0.0,0.0,0.0,0.6202693944147694,0.3729150407135787,0.6900726416558806,0.0,0.0
26.198.128.234,2023-10-29 06:53:46,POST,/contact.html,4657,2023,10,29,6,False,False,True,26198128234,0.0,0.6958866658698936,0.0,0.0,0.3735622103227819,0.0,0.0,0.6133457616086058
216.44.241.196,2020-05-09 06:58:44,DELETE,/about.html,4996,2020,5,9,6,False,True,False,216044241196,0.6994738684276036,0.0,0.6072902383200375,0.0,0.3767424502602747,0.0,0.0,0.0
170.78.129.73,2020-03-08 22:06:28,DELETE,/login,2342,2020,3,8,22,True,False,False,170078129073,0.0,0.0,0.6505635809403694,0.0,0.0,0.0,0.7594517938316054,0.0
205.154.34.73,2024-02-04 15:16:05,DELETE,/index.html,1729,2024,2,4,15,False,False,True,205154034073,0.0,0.0,0.6082759351286037,0.0,0.3773539434268704,0.6982867520751149,0.0,0.0
45.172.74.194,2021-09-27 20:08:19,GET,/contact.html,2522,2021,9,27,20,False,True,False,45172074194,0.0,0.6924750674202508,0.0,0.6182996707901875,0.3717308140335755,0.0,0.0,0.0
134.66.240.1,2020-04-09 03:13:08,GET,/index.html,4740,2020,4,9,3,True,False,False,134066240001,0.0,0.0,0.0,0.6202693944147694,0.3729150407135787,0.6900726416558806,0.0,0.0
20.77.150.54,2020-10-26 01:14:38,DELETE,/contact.html,4118,2020,10,26,1,False,False,True,20077150054,0.0,0.700664575788991,0.6062982639893856,0.0,0.3761270627299911,0.0,0.0,0.0
115.183.91.169,2021-11-16 18:36:42,DELETE,/about.html,3492,2021,11,16,18,False,False,True,115183091169,0.6994738684276036,0.0,0.6072902383200375,0.0,0.3767424502602747,0.0,0.0,0.0
216.15.95.128,2020-09-29 03:40:45,POST,/contact.html,4696,2020,9,29,3,False,False,True,216015095128,0.0,0.6958866658698936,0.0,0.0,0.3735622103227819,0.0,0.0,0.6133457616086058
156.230.230.48,2023-10-01 07:45:04,DELETE,/contact.html,2771,2023,10,1,7,True,False,False,156230230048,0.0,0.700664575788991,0.6062982639893856,0.0,0.3761270627299911,0.0,0.0,0.0
27.154.38.2,2021-01-07 12:02:22,GET,/login,2253,2021,1,7,12,True,False,False,27154038002,0.0,0.0,0.0,0.6622775049403492,0.0,0.0,0.7492586378881366,0.0
28.103.54.135,2024-11-18 22:54:20,GET,/contact.html,1717,2024,11,18,22,False,False,True,28103054135,0.0,0.6924750674202508,0.0,0.6182996707901875,0.3717308140335755,0.0,0.0,0.0
175.136.77.195,2024-08-20 08:36:12,GET,/login,4574,2024,8,20,8,False,False,True,175136077195,0.0,0.0,0.0,0.6622775049403492,0.0,0.0,0.7492586378881366,0.0
115.64.211.11,2022-01-28 17:17:38,POST,/contact.html,3539,2022,1,28,17,False,True,False,115064211011,0.0,0.6958866658698936,0.0,0.0,0.3735622103227819,0.0,0.0,0.6133457616086058
96.3.114.207,2021-05-11 08:42:40,DELETE,/login,2198,2021,5,11,8,True,False,False,96003114207,0.0,0.0,0.6505635809403694,0.0,0.0,0.0,0.7594517938316054,0.0
30.204.223.212,2020-01-07 02:55:18,GET,/about.html,3274,2020,1,7,2,True,False,False,30204223212,0.691271972056759,0.0,0.0,0.6192877148299617,0.3723248405753281,0.0,0.0,0.0
100.246.82.24,2020-08-03 11:58:36,POST,/index.html,3398,2020,8,3,11,False,False,True,100246082024,0.0,0.0,0.0,0.0,0.3747640830594092,0.6934942615875391,0.0,0.6153190970494855
109.202.4.53,2024-02-29 11:43:13,POST,/about.html,1195,2024,2,29,11,False,False,True,109202004053,0.6946886173766375,0.0,0.0,0.0,0.3741650741960277,0.0,0.0,0.6143355940682723
174.169.117.255,2021-05-10 09:22:35,POST,/index.html,4479,2021,5,10,9,True,False,False,174169117255,0.0,0.0,0.0,0.0,0.3747640830594092,0.6934942615875391,0.0,0.6153190970494855
216.0.6.179,2023-02-08 12:08:39,DELETE,/index.html,1565,2023,2,8,12,False,True,False,216000006179,0.0,0.0,0.6082759351286037,0.0,0.3773539434268704,0.6982867520751149,0.0,0.0
31.50.225.97,2022-08-18 04:21:01,POST,/about.html,2955,2022,8,18,4,False,True,False,31050225097,0.6946886173766375,0.0,0.0,0.0,0.3741650741960277,0.0,0.0,0.6143355940682723
194.117.89.208,2024-03-08 11:33:28,POST,/about.html,4883,2024,3,8,11,False,True,False,194117089208,0.6946886173766375,0.0,0.0,0.0,0.3741650741960277,0.0,0.0,0.6143355940682723
247.171.45.210,2020-10-24 11:15:54,POST,/about.html,1502,2020,10,24,11,False,True,False,247171045210,0.6946886173766375,0.0,0.0,0.0,0.3741650741960277,0.0,0.0,0.6143355940682723
119.125.97.148,2024-07-22 06:22:57,POST,/about.html,1630,2024,7,22,6,False,True,False,119125097148,0.6946886173766375,0.0,0.0,0.0,0.3741650741960277,0.0,0.0,0.6143355940682723
55.13.72.224,2021-08-26 08:07:19,DELETE,/about.html,2238,2021,8,26,8,False,True,False,55013072224,0.6994738684276036,0.0,0.6072902383200375,0.0,0.3767424502602747,0.0,0.0,0.0
19.86.64.25,2022-10-17 03:21:44,DELETE,/contact.html,2604,2022,10,17,3,True,False,False,19086064025,0.0,0.700664575788991,0.6062982639893856,0.0,0.3761270627299911,0.0,0.0,0.0
226.147.219.80,2021-03-16 17:47:25,DELETE,/about.html,1515,2021,3,16,17,False,False,True,226147219080,0.6994738684276036,0.0,0.6072902383200375,0.0,0.3767424502602747,0.0,0.0,0.0
28.83.231.236,2020-01-10 07:50:50,POST,/about.html,2800,2020,1,10,7,False,True,False,28083231236,0.6946886173766375,0.0,0.0,0.0,0.3741650741960277,0.0,0.0,0.6143355940682723
88.62.207.28,2024-09-09 18:19:15,POST,/login,4548,2024,9,9,18,True,False,False,88062207028,0.0,0.0,0.0,0.0,0.0,0.0,0.7534983990125385,0.6574497415662595
56.42.19.236,2023-12-10 17:43:18,GET,/about.html,1644,2023,12,10,17,False,False,True,56042019236,0.691271972056759,0.0,0.0,0.6192877148299617,0.3723248405753281,0.0,0.0,0.0
178.169.178.252,2023-12-05 16:00:03,POST,/about.html,3184,2023,12,5,16,False,False,True,178169178252,0.6946886173766375,0.0,0.0,0.0,0.3741650741960277,0.0,0.0,0.6143355940682723
167.29.206.86,2024-07-04 13:19:52,GET,/about.html,4203,2024,7,4,13,False,True,False,167029206086,0.691271972056759,0.0,0.0,0.6192877148299617,0.3723248405753281,0.0,0.0,0.0
182.115.207.152,2023-03-13 01:48:11,GET,/contact.html,1245,2023,3,13,1,True,False,False,182115207152,0.0,0.6924750674202508,0.0,0.6182996707901875,0.3717308140335755,0.0,0.0,0.0
144.62.213.37,2020-11-16 22:36:37,DELETE,/about.html,1774,2020,11,16,22,False,False,True,144062213037,0.6994738684276036,0.0,0.6072902383200375,0.0,0.3767424502602747,0.0,0.0,0.0
222.169.199.5,2024-01-28 18:25:05,DELETE,/contact.html,2748,2024,1,28,18,False,False,True,222169199005,0.0,0.700664575788991,0.6062982639893856,0.0,0.3761270627299911,0.0,0.0,0.0
205.187.127.93,2023-09-18 03:38:52,DELETE,/about.html,3186,2023,9,18,3,True,False,False,205187127093,0.6994738684276036,0.0,0.6072902383200375,0.0,0.3767424502602747,0.0,0.0,0.0
215.105.16.177,2020-09-11 06:21:59,GET,/about.html,2001,2020,9,11,6,False,False,True,215105016177,0.691271972056759,0.0,0.0,0.6192877148299617,0.3723248405753281,0.0,0.0,0.0
206.97.228.231,2023-04-26 13:59:16,GET,/contact.html,1772,2023,4,26,13,True,False,False,206097228231,0.0,0.6924750674202508,0.0,0.6182996707901875,0.3717308140335755,0.0,0.0,0.0
141.169.139.89,2022-12-08 06:41:27,POST,/about.html,3775,2022,12,8,6,True,False,False,141169139089,0.6946886173766375,0.0,0.0,0.0,0.3741650741960277,0.0,0.0,0.6143355940682723
76.68.31.127,2023-07-08 06:13:01,DELETE,/index.html,3757,2023,7,8,6,False,True,False,76068031127,0.0,0.0,0.6082759351286037,0.0,0.3773539434268704,0.6982867520751149,0.0,0.0
25.197.20.35,2021-12-01 05:56:06,GET,/index.html,4247,2021,12,1,5,False,False,True,25197020035,0.0,0.0,0.0,0.6202693944147694,0.3729150407135787,0.6900726416558806,0.0,0.0
12.170.235.63,2022-05-12 20:49:00,POST,/contact.html,3074,2022,5,12,20,False,True,False,12170235063,0.0,0.6958866658698936,0.0,0.0,0.3735622103227819,0.0,0.0,0.6133457616086058
73.35.138.192,2024-04-24 12:46:26,POST,/about.html,1589,2024,4,24,12,True,False,False,73035138192,0.6946886173766375,0.0,0.0,0.0,0.3741650741960277,0.0,0.0,0.6143355940682723
225.114.206.239,2024-01-24 08:47:12,GET,/index.html,3986,2024,1,24,8,False,False,True,225114206239,0.0,0.0,0.0,0.6202693944147694,0.3729150407135787,0.6900726416558806,0.0,0.0
207.18.255.74,2020-09-28 17:14:27,POST,/about.html,1492,2020,9,28,17,False,False,True,207018255074,0.6946886173766375,0.0,0.0,0.0,0.3741650741960277,0.0,0.0,0.6143355940682723
196.127.241.159,2024-04-01 13:11:02,POST,/contact.html,1987,2024,4,1,13,False,True,False,196127241159,0.0,0.6958866658698936,0.0,0.0,0.3735622103227819,0.0,0.0,0.6133457616086058
201.99.246.99,2024-07-04 11:22:46,DELETE,/about.html,2444,2024,7,4,11,True,False,False,201099246099,0.6994738684276036,0.0,0.6072902383200375,0.0,0.3767424502602747,0.0,0.0,0.0
227.221.98.50,2024-04-15 16:41:28,GET,/index.html,1281,2024,4,15,16,False,False,True,227221098050,0.0,0.0,0.0,0.6202693944147694,0.3729150407135787,0.6900726416558806,0.0,0.0
43.91.65.158,2022-11-19 14:30:18,POST,/about.html,1189,2022,11,19,14,False,False,True,43091065158,0.6946886173766375,0.0,0.0,0.0,0.3741650741960277,0.0,0.0,0.6143355940682723
42.62.173.219,2024-12-01 17:22:31,DELETE,/contact.html,2769,2024,12,1,17,False,False,True,42062173219,0.0,0.700664575788991,0.6062982639893856,0.0,0.3761270627299911,0.0,0.0,0.0
132.59.96.95,2021-05-29 17:29:09,POST,/contact.html,1303,2021,5,29,17,False,False,True,132059096095,0.0,0.6958866658698936,0.0,0.0,0.3735622103227819,0.0,0.0,0.6133457616086058
18.167.84.6,2020-06-01 09:35:03,GET,/about.html,2157,2020,6,1,9,True,False,False,18167084006,0.691271972056759,0.0,0.0,0.6192877148299617,0.3723248405753281,0.0,0.0,0.0
172.12.116.252,2020-03-24 01:05:23,GET,/contact.html,3221,2020,3,24,1,False,False,True,172012116252,0.0,0.6924750674202508,0.0,0.6182996707901875,0.3717308140335755,0.0,0.0,0.0
122.123.51.34,2023-01-10 16:56:25,GET,/login,2379,2023,1,10,16,False,True,False,122123051034,0.0,0.0,0.0,0.6622775049403492,0.0,0.0,0.7492586378881366,0.0
147.64.132.235,2021-08-07 05:48:25,POST,/about.html,1964,2021,8,7,5,False,True,False,147064132235,0.6946886173766375,0.0,0.0,0.0,0.3741650741960277,0.0,0.0,0.6143355940682723
109.232.71.35,2022-03-04 18:34:05,DELETE,/about.html,1091,2022,3,4,18,False,False,True,109232071035,0.6994738684276036,0.0,0.6072902383200375,0.0,0.3767424502602747,0.0,0.0,0.0
146.2.234.64,2020-05-04 21:00:10,POST,/index.html,1733,2020,5,4,21,False,False,True,146002234064,0.0,0.0,0.0,0.0,0.3747640830594092,0.6934942615875391,0.0,0.6153190970494855
112.172.38.188,2022-05-08 09:29:14,POST,/login,4031,2022,5,8,9,True,False,False,112172038188,0.0,0.0,0.0,0.0,0.0,0.0,0.7534983990125385,0.6574497415662595
229.26.228.215,2020-04-01 13:35:56,GET,/about.html,2330,2020,4,1,13,False,True,False,229026228215,0.691271972056759,0.0,0.0,0.6192877148299617,0.3723248405753281,0.0,0.0,0.0
102.51.200.241,2021-05-06 04:38:08,GET,/about.html,4139,2021,5,6,4,False,False,True,102051200241,0.691271972056759,0.0,0.0,0.6192877148299617,0.3723248405753281,0.0,0.0,0.0
130.94.228.230,2020-01-05 08:25:04,GET,/contact.html,2049,2020,1,5,8,True,False,False,130094228230,0.0,0.6924750674202508,0.0,0.6182996707901875,0.3717308140335755,0.0,0.0,0.0
229.132.123.80,2023-12-04 09:06:20,POST,/contact.html,4888,2023,12,4,9,False,False,True,229132123080,0.0,0.6958866658698936,0.0,0.0,0.3735622103227819,0.0,0.0,0.6133457616086058
216.212.254.26,2023-12-03 04:08:54,DELETE,/index.html,1210,2023,12,3,4,False,True,False,216212254026,0.0,0.0,0.6082759351286037,0.0,0.3773539434268704,0.6982867520751149,0.0,0.0
171.115.56.32,2024-06-28 22:36:25,GET,/about.html,1295,2024,6,28,22,False,True,False,171115056032,0.691271972056759,0.0,0.0,0.6192877148299617,0.3723248405753281,0.0,0.0,0.0
128.140.136.72,2023-11-11 14:52:49,POST,/contact.html,3988,2023,11,11,14,False,False,True,128140136072,0.0,0.6958866658698936,0.0,0.0,0.3735622103227819,0.0,0.0,0.6133457616086058
137.239.170.72,2020-08-23 09:05:26,POST,/index.html,2631,2020,8,23,9,True,False,False,137239170072,0.0,0.0,0.0,0.0,0.3747640830594092,0.6934942615875391,0.0,0.6153190970494855
