ip,datetime,size,year,month,day,hour,method_DELETE,method_GET,method_POST,url_/about.html,url_/contact.html,url_/index.html,url_/login,status_200,status_404,status_500,ip_encoded
247.171.45.210,2020-10-24 11:15:54,1502,2020,10,24,11,False,False,True,True,False,False,False,False,True,False,247171045210
119.125.97.148,2024-07-22 06:22:57,1630,2024,7,22,6,False,False,True,True,False,False,False,False,True,False,119125097148
55.13.72.224,2021-08-26 08:07:19,2238,2021,8,26,8,True,False,False,True,False,False,False,False,True,False,55013072224
19.86.64.25,2022-10-17 03:21:44,2604,2022,10,17,3,True,False,False,False,True,False,False,True,False,False,19086064025
226.147.219.80,2021-03-16 17:47:25,1515,2021,3,16,17,True,False,False,True,False,False,False,False,False,True,226147219080
28.83.231.236,2020-01-10 07:50:50,2800,2020,1,10,7,False,False,True,True,False,False,False,False,True,False,28083231236
88.62.207.28,2024-09-09 18:19:15,4548,2024,9,9,18,False,False,True,False,False,False,True,True,False,False,88062207028
56.42.19.236,2023-12-10 17:43:18,1644,2023,12,10,17,False,True,False,True,False,False,False,False,False,True,56042019236
178.169.178.252,2023-12-05 16:00:03,3184,2023,12,5,16,False,False,True,True,False,False,False,False,False,True,178169178252
167.29.206.86,2024-07-04 13:19:52,4203,2024,7,4,13,False,True,False,True,False,False,False,False,True,False,167029206086
182.115.207.152,2023-03-13 01:48:11,1245,2023,3,13,1,False,True,False,False,True,False,False,True,False,False,182115207152
144.62.213.37,2020-11-16 22:36:37,1774,2020,11,16,22,True,False,False,True,False,False,False,False,False,True,144062213037
222.169.199.5,2024-01-28 18:25:05,2748,2024,1,28,18,True,False,False,False,True,False,False,False,False,True,222169199005
205.187.127.93,2023-09-18 03:38:52,3186,2023,9,18,3,True,False,False,True,False,False,False,True,False,False,205187127093
215.105.16.177,2020-09-11 06:21:59,2001,2020,9,11,6,False,True,False,True,False,False,False,False,False,True,215105016177
206.97.228.231,2023-04-26 13:59:16,1772,2023,4,26,13,False,True,False,False,True,False,False,True,False,False,206097228231
141.169.139.89,2022-12-08 06:41:27,3775,2022,12,8,6,False,False,True,True,False,False,False,True,False,False,141169139089
76.68.31.127,2023-07-08 06:13:01,3757,2023,7,8,6,True,False,False,False,False,True,False,False,True,False,76068031127
25.197.20.35,2021-12-01 05:56:06,4247,2021,12,1,5,False,True,False,False,False,True,False,False,False,True,25197020035
12.170.235.63,2022-05-12 20:49:00,3074,2022,5,12,20,False,False,True,False,True,False,False,False,True,False,12170235063
73.35.138.192,2024-04-24 12:46:26,1589,2024,4,24,12,False,False,True,True,False,False,False,True,False,False,73035138192
225.114.206.239,2024-01-24 08:47:12,3986,2024,1,24,8,False,True,False,False,False,True,False,False,False,True,225114206239
207.18.255.74,2020-09-28 17:14:27,1492,2020,9,28,17,False,False,True,True,False,False,False,False,False,True,207018255074
196.127.241.159,2024-04-01 13:11:02,1987,2024,4,1,13,False,False,True,False,True,False,False,False,True,False,196127241159
201.99.246.99,2024-07-04 11:22:46,2444,2024,7,4,11,True,False,False,True,False,False,False,True,False,False,201099246099
227.221.98.50,2024-04-15 16:41:28,1281,2024,4,15,16,False,True,False,False,False,True,False,False,False,True,227221098050
43.91.65.158,2022-11-19 14:30:18,1189,2022,11,19,14,False,False,True,True,False,False,False,False,False,True,43091065158
42.62.173.219,2024-12-01 17:22:31,2769,2024,12,1,17,True,False,False,False,True,False,False,False,False,True,42062173219
132.59.96.95,2021-05-29 17:29:09,1303,2021,5,29,17,False,False,True,False,True,False,False,False,False,True,132059096095
18.167.84.6,2020-06-01 09:35:03,2157,2020,6,1,9,False,True,False,True,False,False,False,True,False,False,18167084006
172.12.116.252,2020-03-24 01:05:23,3221,2020,3,24,1,False,True,False,False,True,False,False,False,False,True,172012116252
122.123.51.34,2023-01-10 16:56:25,2379,2023,1,10,16,False,True,False,False,False,False,True,False,True,False,122123051034
147.64.132.235,2021-08-07 05:48:25,1964,2021,8,7,5,False,False,True,True,False,False,False,False,True,False,147064132235
109.232.71.35,2022-03-04 18:34:05,1091,2022,3,4,18,True,False,False,True,False,False,False,False,False,True,109232071035
146.2.234.64,2020-05-04 21:00:10,1733,2020,5,4,21,False,False,True,False,False,True,False,False,False,True,146002234064
112.172.38.188,2022-05-08 09:29:14,4031,2022,5,8,9,False,False,True,False,False,False,True,True,False,False,112172038188
229.26.228.215,2020-04-01 13:35:56,2330,2020,4,1,13,False,True,False,True,False,False,False,False,True,False,229026228215
102.51.200.241,2021-05-06 04:38:08,4139,2021,5,6,4,False,True,False,True,False,False,False,False,False,True,102051200241
130.94.228.230,2020-01-05 08:25:04,2049,2020,1,5,8,False,True,False,False,True,False,False,True,False,False,130094228230
229.132.123.80,2023-12-04 09:06:20,4888,2023,12,4,9,False,False,True,False,True,False,False,False,False,True,229132123080
216.212.254.26,2023-12-03 04:08:54,1210,2023,12,3,4,True,False,False,False,False,True,False,False,True,False,216212254026
171.115.56.32,2024-06-28 22:36:25,1295,2024,6,28,22,False,True,False,True,False,False,False,False,True,False,171115056032
128.140.136.72,2023-11-11 14:52:49,3988,2023,11,11,14,False,False,True,False,True,False,False,False,False,True,128140136072
137.239.170.72,2020-08-23 09:05:26,2631,2020,8,23,9,False,False,True,False,False,True,False,True,False,False,137239170072
181.129.85.133,2020-11-05 04:19:59,2227,2020,11,5,4,False,True,False,False,False,False,True,False,False,True,181129085133
119.124.102.95,2021-07-18 22:00:59,3811,2021,7,18,22,True,False,False,False,False,True,False,False,False,True,119124102095
53.117.102.89,2024-06-19 14:37:36,1882,2024,6,19,14,True,False,False,False,False,False,True,False,True,False,53117102089
57.22.127.155,2024-05-23 03:13:31,2838,2024,5,23,3,False,True,False,False,False,True,False,False,True,False,57022127155
122.29.158.169,2024-12-07 17:23:28,2037,2024,12,7,17,False,False,True,False,True,False,False,False,False,True,122029158169
85.140.95.52,2021-02-08 16:33:39,2516,2021,2,8,16,False,True,False,False,False,False,True,True,False,False,85140095052
194.138.126.86,2022-05-20 10:00:40,4780,2022,5,20,10,True,False,False,False,False,True,False,False,True,False,194138126086
155.141.44.31,2020-02-15 15:05:20,1043,2020,2,15,15,True,False,False,False,True,False,False,False,True,False,155141044031
28.114.139.132,2024-04-12 07:49:42,1372,2024,4,12,7,True,False,False,False,False,True,False,False,True,False,28114139132
61.169.29.224,2020-07-10 03:11:41,1231,2020,7,10,3,True,False,False,True,False,False,False,False,False,True,61169029224
242.100.230.92,2023-08-11 22:01:40,4783,2023,8,11,22,False,True,False,False,False,True,False,False,True,False,242100230092
252.59.99.35,2022-06-13 05:55:18,1994,2022,6,13,5,True,False,False,False,False,False,True,False,True,False,252059099035
174.255.147.233,2021-10-13 20:45:35,1477,2021,10,13,20,True,False,False,False,True,False,False,True,False,False,174255147233
50.209.129.173,2024-06-18 22:23:42,3597,2024,6,18,22,False,True,False,False,True,False,False,False,True,False,50209129173
70.151.17.9,2024-08-29 15:41:43,2683,2024,8,29,15,True,False,False,True,False,False,False,True,False,False,70151017009
150.209.52.215,2023-05-30 08:07:03,1155,2023,5,30,8,False,False,True,False,False,False,True,False,True,False,150209052215
59.184.157.107,2023-10-17 19:59:57,4403,2023,10,17,19,False,False,True,True,False,False,False,False,False,True,59184157107
12.107.80.126,2023-01-13 22:32:57,4177,2023,1,13,22,False,True,False,False,True,False,False,False,False,True,12107080126
169.134.97.238,2022-04-18 15:24:01,1031,2022,4,18,15,False,False,True,False,False,True,False,False,False,True,169134097238
136.222.156.248,2020-02-12 18:44:33,1189,2020,2,12,18,False,False,True,False,False,True,False,True,False,False,136222156248
229.19.230.61,2020-10-25 19:21:26,2570,2020,10,25,19,False,True,False,False,True,False,False,False,True,False,229019230061
184.101.160.243,2023-05-21 17:24:39,2239,2023,5,21,17,False,True,False,False,False,False,True,False,False,True,184101160243
239.219.174.15,2022-07-22 04:17:23,1012,2022,7,22,4,False,False,True,False,True,False,False,False,True,False,239219174015
252.97.174.168,2023-04-14 14:00:03,1760,2023,4,14,14,False,True,False,False,False,True,False,False,False,True,252097174168
250.195.120.70,2020-03-21 11:48:29,2817,2020,3,21,11,False,True,False,False,False,False,True,False,False,True,250195120070
29.121.152.178,2021-10-29 16:45:01,4777,2021,10,29,16,False,False,True,True,False,False,False,True,False,False,29121152178
129.168.198.20,2024-06-18 23:18:03,3185,2024,6,18,23,False,False,True,True,False,False,False,False,False,True,129168198020
75.73.35.102,2022-11-07 10:05:00,3910,2022,11,7,10,True,False,False,False,False,False,True,True,False,False,75073035102
68.107.27.164,2023-05-18 20:14:17,1112,2023,5,18,20,False,False,True,False,False,False,True,False,False,True,68107027164
67.40.18.69,2022-08-11 04:24:11,1185,2022,8,11,4,False,True,False,False,True,False,False,False,False,True,67040018069
211.9.223.147,2024-05-17 22:32:02,3811,2024,5,17,22,False,True,False,False,False,True,False,True,False,False,211009223147
150.249.7.89,2020-04-30 13:19:05,1733,2020,4,30,13,False,True,False,False,True,False,False,True,False,False,150249007089
186.196.235.182,2023-07-19 19:16:10,4782,2023,7,19,19,False,True,False,False,False,False,True,False,True,False,186196235182
173.223.191.253,2022-09-20 00:35:44,2512,2022,9,20,0,False,True,False,True,False,False,False,False,True,False,173223191253
149.192.164.228,2022-08-16 02:22:35,3695,2022,8,16,2,True,False,False,False,False,True,False,False,True,False,149192164228
4.214.137.206,2022-03-02 12:40:34,3487,2022,3,2,12,False,True,False,False,False,True,False,False,True,False,4214137206
116.8.154.138,2023-06-04 00:53:27,2601,2023,6,4,0,True,False,False,False,False,False,True,False,False,True,116008154138
205.148.78.103,2022-07-18 19:20:23,3529,2022,7,18,19,False,True,False,False,True,False,False,False,False,True,205148078103
96.92.213.137,2023-07-20 23:08:33,1966,2023,7,20,23,False,True,False,True,False,False,False,True,False,False,96092213137
241.166.162.134,2023-03-03 17:26:54,4957,2023,3,3,17,True,False,False,False,True,False,False,False,False,True,241166162134
218.80.92.103,2024-08-04 15:30:57,1447,2024,8,4,15,False,True,False,False,False,True,False,True,False,False,218080092103
145.113.82.150,2021-06-03 01:05:11,2139,2021,6,3,1,True,False,False,True,False,False,False,False,False,True,145113082150
159.113.143.183,2021-05-01 18:37:55,3649,2021,5,1,18,False,False,True,False,True,False,False,False,False,True,159113143183
114.247.60.24,2020-01-07 10:32:41,4704,2020,1,7,10,False,True,False,False,True,False,False,False,False,True,114247060024
38.210.143.253,2023-11-18 15:17:16,2085,2023,11,18,15,False,True,False,False,False,True,False,False,True,False,38210143253
8.189.243.147,2023-07-27 03:07:39,3882,2023,7,27,3,False,False,True,False,False,False,True,True,False,False,8189243147
71.116.166.169,2023-06-17 20:23:33,3195,2023,6,17,20,False,False,True,False,True,False,False,False,True,False,71116166169
114.61.202.103,2021-11-10 18:47:06,1481,2021,11,10,18,False,False,True,False,False,True,False,True,False,False,114061202103
168.159.89.109,2022-03-08 02:08:33,2489,2022,3,8,2,False,True,False,False,False,True,False,False,False,True,168159089109
58.107.246.201,2020-11-23 05:41:54,2868,2020,11,23,5,False,True,False,False,False,False,True,False,True,False,58107246201
255.74.115.49,2022-02-15 21:12:02,4813,2022,2,15,21,False,False,True,False,False,False,True,False,True,False,255074115049
156.62.203.202,2024-07-07 19:22:44,2024,2024,7,7,19,True,False,False,False,False,True,False,False,True,False,156062203202
20.65.207.23,2023-09-29 21:03:21,1968,2023,9,29,21,False,True,False,True,False,False,False,True,False,False,20065207023
159.116.100.65,2024-01-17 03:55:00,3363,2024,1,17,3,True,False,False,False,False,True,False,False,False,True,159116100065
241.131.168.146,2023-02-17 18:05:46,4143,2023,2,17,18,False,True,False,True,False,False,False,False,True,False,241131168146
216.38.98.25,2020-05-19 14:17:01,4179,2020,5,19,14,False,True,False,True,False,False,False,False,True,False,216038098025
203.183.34.82,2024-11-26 23:40:23,3025,2024,11,26,23,False,False,True,True,False,False,False,False,False,True,203183034082
161.11.161.243,2022-12-31 11:34:19,4367,2022,12,31,11,False,True,False,True,False,False,False,False,False,True,161011161243
92.157.120.88,2024-12-31 09:14:30,4600,2024,12,31,9,False,True,False,False,True,False,False,True,False,False,92157120088
171.3.60.137,2020-01-09 18:55:07,3500,2020,1,9,18,False,False,True,True,False,False,False,False,False,True,171003060137
99.54.20.167,2021-07-10 19:25:52,2855,2021,7,10,19,True,False,False,False,True,False,False,True,False,False,99054020167
148.97.90.241,2023-11-15 22:26:28,1040,2023,11,15,22,False,False,True,False,True,False,False,True,False,False,148097090241
159.70.139.240,2022-12-24 15:32:36,3394,2022,12,24,15,False,True,False,False,False,False,True,True,False,False,159070139240
155.251.71.14,2024-11-25 07:40:27,4498,2024,11,25,7,True,False,False,False,False,True,False,True,False,False,155251071014
66.17.106.42,2020-03-02 12:41:12,1639,2020,3,2,12,False,True,False,False,False,True,False,True,False,False,66017106042
20.67.118.5,2021-02-01 06:48:52,4087,2021,2,1,6,True,False,False,False,False,False,True,False,True,False,20067118005
252.124.118.101,2020-05-21 06:15:13,4499,2020,5,21,6,True,False,False,False,False,False,True,True,False,False,252124118101
113.165.233.71,2020-01-30 05:58:52,1589,2020,1,30,5,True,False,False,False,False,True,False,False,False,True,113165233071
234.133.18.0,2020-08-16 03:12:49,1798,2020,8,16,3,True,False,False,True,False,False,False,False,False,True,234133018000
249.36.78.174,2020-07-14 11:43:31,4855,2020,7,14,11,True,False,False,False,False,True,False,True,False,False,249036078174
105.89.111.255,2024-07-16 13:36:19,1854,2024,7,16,13,False,False,True,False,True,False,False,False,False,True,105089111255
155.255.175.18,2023-11-15 18:12:18,2047,2023,11,15,18,False,True,False,False,False,True,False,False,False,True,155255175018
70.131.64.15,2023-01-19 07:46:26,1685,2023,1,19,7,False,True,False,True,False,False,False,False,False,True,70131064015
239.225.151.153,2022-09-16 14:09:31,1572,2022,9,16,14,False,False,True,False,False,False,True,True,False,False,239225151153
56.232.132.76,2022-12-28 12:22:22,2457,2022,12,28,12,True,False,False,False,False,True,False,False,False,True,56232132076
119.61.12.157,2021-10-28 03:19:58,4187,2021,10,28,3,False,False,True,False,True,False,False,False,False,True,119061012157
45.93.242.67,2020-07-04 02:35:45,1484,2020,7,4,2,False,False,True,True,False,False,False,False,True,False,45093242067
118.74.162.212,2022-05-20 23:28:15,4720,2022,5,20,23,False,True,False,True,False,False,False,True,False,False,118074162212
11.207.254.6,2021-02-19 13:18:09,2489,2021,2,19,13,True,False,False,False,True,False,False,False,True,False,11207254006
143.91.245.168,2020-08-01 00:29:02,3209,2020,8,1,0,False,True,False,False,True,False,False,False,False,True,143091245168
129.251.122.40,2021-10-06 10:03:12,1367,2021,10,6,10,False,True,False,False,False,True,False,False,True,False,129251122040
212.160.255.191,2024-12-12 11:16:58,3565,2024,12,12,11,True,False,False,False,True,False,False,False,False,True,212160255191
94.163.186.105,2023-06-08 15:16:04,4818,2023,6,8,15,False,True,False,False,True,False,False,True,False,False,94163186105
165.35.5.157,2020-07-30 18:34:41,4090,2020,7,30,18,False,False,True,False,False,True,False,False,False,True,165035005157
43.10.249.108,2022-11-17 01:18:43,3908,2022,11,17,1,True,False,False,True,False,False,False,True,False,False,43010249108
153.41.242.235,2021-12-20 18:16:56,4829,2021,12,20,18,False,True,False,False,False,False,True,True,False,False,153041242235
129.163.15.48,2022-07-17 08:42:55,1447,2022,7,17,8,False,True,False,True,False,False,False,False,True,False,129163015048
165.58.140.186,2023-09-26 01:19:01,4371,2023,9,26,1,True,False,False,True,False,False,False,False,True,False,165058140186
24.162.113.173,2020-10-20 15:14:28,2842,2020,10,20,15,False,True,False,False,False,False,True,True,False,False,24162113173
197.89.24.214,2022-08-23 13:25:38,2661,2022,8,23,13,False,True,False,False,False,True,False,False,False,True,197089024214
252.248.109.2,2020-03-19 04:00:50,2787,2020,3,19,4,False,False,True,False,True,False,False,False,True,False,252248109002
108.193.199.244,2024-02-29 08:40:31,4782,2024,2,29,8,False,True,False,False,True,False,False,False,False,True,108193199244
211.243.41.105,2024-10-04 00:21:22,3411,2024,10,4,0,True,False,False,False,False,False,True,False,True,False,211243041105
190.97.60.250,2024-08-17 16:59:15,3648,2024,8,17,16,False,False,True,True,False,False,False,False,False,True,190097060250
185.189.201.111,2021-10-15 05:53:04,4756,2021,10,15,5,True,False,False,False,True,False,False,False,False,True,185189201111
117.151.215.23,2021-07-26 00:12:45,4772,2021,7,26,0,False,False,True,False,False,True,False,True,False,False,117151215023
197.230.64.197,2023-05-19 21:53:59,4698,2023,5,19,21,True,False,False,False,False,False,True,False,False,True,197230064197
190.251.217.27,2022-12-13 03:04:35,3756,2022,12,13,3,False,False,True,False,False,False,True,False,True,False,190251217027
111.35.53.33,2020-03-30 21:57:23,1872,2020,3,30,21,False,True,False,True,False,False,False,True,False,False,111035053033
236.170.155.96,2020-01-26 03:44:33,4075,2020,1,26,3,False,True,False,False,False,False,True,False,True,False,236170155096
211.55.4.130,2023-09-21 03:37:37,3519,2023,9,21,3,True,False,False,False,False,False,True,True,False,False,211055004130
4.237.18.12,2020-02-04 15:47:33,3180,2020,2,4,15,False,True,False,True,False,False,False,False,False,True,4237018012
150.75.150.100,2023-08-21 04:57:18,3559,2023,8,21,4,False,True,False,False,True,False,False,False,True,False,150075150100
45.11.208.41,2021-06-21 01:59:59,1889,2021,6,21,1,False,False,True,True,False,False,False,False,True,False,45011208041
121.172.139.21,2020-05-20 08:58:25,3698,2020,5,20,8,False,True,False,False,False,False,True,False,True,False,121172139021
160.43.194.42,2020-01-17 04:42:19,3247,2020,1,17,4,False,True,False,True,False,False,False,False,True,False,160043194042
45.126.64.153,2024-07-10 02:35:59,3448,2024,7,10,2,True,False,False,False,True,False,False,True,False,False,45126064153
36.43.61.75,2023-03-19 20:11:58,3418,2023,3,19,20,False,True,False,False,False,False,True,True,False,False,36043061075
82.126.187.3,2020-10-19 05:24:27,1541,2020,10,19,5,False,True,False,False,False,True,False,True,False,False,82126187003
160.46.41.169,2020-11-09 00:11:16,3876,2020,11,9,0,False,True,False,False,True,False,False,True,False,False,160046041169
207.141.130.174,2021-11-10 03:51:21,4112,2021,11,10,3,True,False,False,False,False,True,False,False,True,False,207141130174
142.32.204.15,2020-03-08 15:26:31,4265,2020,3,8,15,False,False,True,False,False,False,True,False,True,False,142032204015
232.96.90.172,2020-05-09 13:46:13,4500,2020,5,9,13,False,False,True,True,False,False,False,True,False,False,232096090172
74.135.126.61,2021-04-10 12:12:35,4352,2021,4,10,12,False,False,True,False,False,False,True,False,True,False,74135126061
158.179.212.197,2022-05-15 22:15:23,2929,2022,5,15,22,False,True,False,False,False,True,False,False,False,True,158179212197
124.140.47.239,2023-04-09 03:50:26,3423,2023,4,9,3,False,False,True,False,False,True,False,False,False,True,124140047239
232.208.5.120,2024-07-31 23:12:59,2874,2024,7,31,23,True,False,False,False,False,False,True,False,True,False,232208005120
171.115.64.32,2023-06-13 00:00:10,2111,2023,6,13,0,False,True,False,True,False,False,False,False,True,False,171115064032
89.164.7.10,2020-07-01 23:15:48,2846,2020,7,1,23,False,True,False,True,False,False,False,True,False,False,89164007010
64.221.214.254,2022-01-15 07:39:05,3216,2022,1,15,7,True,False,False,False,False,False,True,True,False,False,64221214254
138.128.34.51,2020-06-06 06:39:54,4396,2020,6,6,6,False,True,False,False,False,True,False,False,True,False,138128034051
255.205.73.27,2020-08-23 02:26:23,4557,2020,8,23,2,False,False,True,False,True,False,False,False,False,True,255205073027
86.137.180.146,2022-04-01 08:42:15,1513,2022,4,1,8,False,True,False,True,False,False,False,False,True,False,86137180146
164.33.40.245,2024-04-03 12:57:37,1076,2024,4,3,12,True,False,False,True,False,False,False,False,True,False,164033040245
24.87.4.155,2021-05-28 11:07:03,4817,2021,5,28,11,False,False,True,True,False,False,False,False,True,False,24087004155
94.66.242.213,2020-08-19 23:15:57,4834,2020,8,19,23,False,False,True,True,False,False,False,True,False,False,94066242213
189.52.127.140,2021-07-19 06:55:01,3653,2021,7,19,6,False,True,False,False,False,True,False,True,False,False,189052127140
28.97.181.190,2020-02-22 10:49:58,4313,2020,2,22,10,False,False,True,False,True,False,False,True,False,False,28097181190
51.66.241.95,2024-10-02 06:28:04,1385,2024,10,2,6,False,True,False,False,True,False,False,True,False,False,51066241095
142.170.0.11,2021-03-04 05:14:34,2600,2021,3,4,5,False,False,True,False,True,False,False,True,False,False,142170000011
35.90.106.143,2023-10-25 22:19:46,2689,2023,10,25,22,False,False,True,False,False,False,True,True,False,False,35090106143
246.228.152.202,2020-07-30 17:21:07,1947,2020,7,30,17,False,True,False,True,False,False,False,False,False,True,246228152202
5.38.101.54,2020-12-07 20:01:06,1427,2020,12,7,20,True,False,False,False,True,False,False,False,False,True,5038101054
145.93.60.18,2024-06-17 19:37:02,2492,2024,6,17,19,False,False,True,False,True,False,False,False,False,True,145093060018
12.112.232.121,2023-09-11 06:37:46,1337,2023,9,11,6,False,True,False,True,False,False,False,False,True,False,12112232121
20.145.220.121,2021-06-18 11:57:03,4115,2021,6,18,11,True,False,False,False,True,False,False,True,False,False,20145220121
200.86.225.118,2024-05-09 18:16:17,3224,2024,5,9,18,False,True,False,False,False,False,True,True,False,False,200086225118
125.15.149.20,2023-12-26 21:03:41,1849,2023,12,26,21,True,False,False,False,False,True,False,False,False,True,125015149020
101.59.239.72,2023-06-05 06:58:43,3651,2023,6,5,6,False,True,False,False,False,True,False,False,False,True,101059239072
212.183.48.178,2021-12-31 03:43:11,4363,2021,12,31,3,False,False,True,True,False,False,False,False,False,True,212183048178
108.35.96.232,2023-06-21 08:00:01,4999,2023,6,21,8,False,True,False,False,False,False,True,False,False,True,108035096232
68.15.22.111,2020-07-11 06:25:52,2703,2020,7,11,6,True,False,False,False,False,False,True,False,False,True,68015022111
83.157.215.170,2023-03-28 12:12:05,4330,2023,3,28,12,False,False,True,True,False,False,False,False,False,True,83157215170
159.199.141.115,2023-12-06 12:08:31,4995,2023,12,6,12,False,True,False,True,False,False,False,True,False,False,159199141115
162.56.55.86,2020-01-14 12:35:48,4253,2020,1,14,12,True,False,False,False,False,True,False,True,False,False,162056055086
80.78.201.233,2022-01-02 00:17:06,3587,2022,1,2,0,True,False,False,False,False,True,False,False,True,False,80078201233
101.114.24.18,2023-10-31 21:13:57,3636,2023,10,31,21,False,True,False,False,False,True,False,True,False,False,101114024018
68.246.111.208,2022-01-31 10:26:04,1076,2022,1,31,10,False,False,True,False,True,False,False,False,False,True,68246111208
45.232.90.247,2024-11-20 20:01:02,1980,2024,11,20,20,True,False,False,True,False,False,False,False,False,True,45232090247
37.200.26.163,2023-09-22 05:43:24,4648,2023,9,22,5,False,True,False,True,False,False,False,False,False,True,37200026163
254.125.9.195,2023-05-16 12:08:15,2568,2023,5,16,12,False,True,False,False,False,True,False,False,False,True,254125009195
135.64.113.39,2024-03-30 04:38:19,1104,2024,3,30,4,True,False,False,True,False,False,False,False,False,True,135064113039
189.233.111.66,2024-07-02 21:09:46,4362,2024,7,2,21,True,False,False,True,False,False,False,True,False,False,189233111066
255.154.28.155,2022-01-29 15:19:11,1364,2022,1,29,15,False,False,True,False,False,False,True,False,False,True,255154028155
68.201.105.25,2024-12-21 04:55:24,2953,2024,12,21,4,False,False,True,False,True,False,False,True,False,False,68201105025
173.164.111.246,2021-07-30 10:10:19,3283,2021,7,30,10,False,False,True,False,False,False,True,False,False,True,173164111246
194.67.194.51,2022-10-29 08:22:55,1912,2022,10,29,8,False,False,True,True,False,False,False,False,True,False,194067194051
236.154.37.253,2021-08-31 21:45:06,2065,2021,8,31,21,True,False,False,False,False,True,False,False,True,False,236154037253
0.83.210.147,2023-04-29 13:41:11,1044,2023,4,29,13,True,False,False,False,False,True,False,False,True,False,83210147
244.180.185.10,2023-10-21 15:05:34,2902,2023,10,21,15,True,False,False,False,False,False,True,True,False,False,244180185010
194.123.187.253,2024-05-18 06:42:40,3891,2024,5,18,6,False,False,True,False,False,False,True,True,False,False,194123187253
81.205.206.111,2024-07-02 11:43:47,1638,2024,7,2,11,True,False,False,True,False,False,False,True,False,False,81205206111
120.172.67.255,2024-01-11 23:00:47,4548,2024,1,11,23,True,False,False,False,True,False,False,True,False,False,120172067255
51.95.93.154,2021-09-20 12:50:17,2346,2021,9,20,12,True,False,False,False,True,False,False,False,True,False,51095093154
133.19.82.197,2022-12-10 13:11:58,1548,2022,12,10,13,False,True,False,False,False,False,True,False,True,False,133019082197
60.166.54.144,2021-04-30 16:51:45,4025,2021,4,30,16,False,True,False,True,False,False,False,True,False,False,60166054144
122.105.253.72,2021-10-25 07:35:23,3798,2021,10,25,7,False,False,True,False,True,False,False,True,False,False,122105253072
78.69.125.222,2023-09-04 13:54:40,4264,2023,9,4,13,False,True,False,False,True,False,False,False,False,True,78069125222
195.255.31.202,2023-06-11 17:08:05,4028,2023,6,11,17,True,False,False,True,False,False,False,True,False,False,195255031202
182.140.182.176,2023-06-19 21:04:31,1554,2023,6,19,21,False,True,False,False,False,False,True,True,False,False,182140182176
57.141.108.167,2020-09-03 20:52:47,4210,2020,9,3,20,True,False,False,False,False,False,True,False,False,True,57141108167
249.213.61.32,2021-09-22 21:48:17,4246,2021,9,22,21,True,False,False,False,True,False,False,False,False,True,249213061032
112.246.232.182,2023-09-14 22:57:34,4612,2023,9,14,22,True,False,False,True,False,False,False,False,True,False,112246232182
87.91.53.20,2022-08-30 00:17:10,2181,2022,8,30,0,True,False,False,False,False,False,True,True,False,False,87091053020
224.9.249.224,2023-11-01 16:05:58,1900,2023,11,1,16,False,False,True,True,False,False,False,False,False,True,224009249224
45.167.50.247,2021-07-09 01:31:28,1145,2021,7,9,1,False,False,True,False,False,True,False,False,True,False,45167050247
87.132.190.2,2024-08-19 10:24:06,4187,2024,8,19,10,False,True,False,True,False,False,False,True,False,False,87132190002
209.237.208.166,2020-06-18 15:48:45,3909,2020,6,18,15,False,True,False,True,False,False,False,False,True,False,209237208166
165.17.211.29,2022-02-03 16:10:52,1024,2022,2,3,16,True,False,False,False,False,False,True,False,False,True,165017211029
144.96.78.84,2022-03-27 04:20:51,3221,2022,3,27,4,False,False,True,False,False,True,False,False,False,True,144096078084
252.168.33.191,2024-08-28 05:27:52,4319,2024,8,28,5,False,False,True,False,False,True,False,True,False,False,252168033191
37.69.65.127,2020-10-22 10:32:42,3034,2020,10,22,10,False,False,True,False,False,True,False,False,True,False,37069065127
111.35.215.4,2024-11-30 09:22:45,4354,2024,11,30,9,False,False,True,False,False,True,False,False,False,True,111035215004
192.112.207.234,2020-11-11 16:28:21,1370,2020,11,11,16,False,True,False,False,True,False,False,True,False,False,192112207234
225.68.165.140,2021-11-10 10:42:13,3721,2021,11,10,10,True,False,False,False,True,False,False,True,False,False,225068165140
247.158.234.180,2023-07-25 12:49:31,1832,2023,7,25,12,False,False,True,False,False,True,False,True,False,False,247158234180
135.152.87.177,2022-12-17 09:30:25,3730,2022,12,17,9,True,False,False,False,False,True,False,False,False,True,135152087177
166.99.0.113,2022-12-27 20:05:51,4818,2022,12,27,20,False,False,True,True,False,False,False,False,False,True,166099000113
187.45.93.153,2021-05-06 15:50:48,3143,2021,5,6,15,False,False,True,True,False,False,False,False,True,False,187045093153
107.113.52.146,2021-05-06 03:01:06,2134,2021,5,6,3,False,False,True,False,False,False,True,True,False,False,107113052146
74.169.3.68,2024-03-03 16:55:03,2294,2024,3,3,16,False,False,True,False,True,False,False,True,False,False,74169003068
197.16.163.191,2020-02-13 04:07:08,2175,2020,2,13,4,True,False,False,False,False,True,False,False,False,True,197016163191
109.13.7.35,2021-06-18 23:14:08,2499,2021,6,18,23,True,False,False,True,False,False,False,True,False,False,109013007035
173.118.142.213,2020-05-25 15:17:39,1344,2020,5,25,15,False,True,False,False,True,False,False,True,False,False,173118142213
62.236.21.22,2024-06-27 03:33:25,1665,2024,6,27,3,True,False,False,False,True,False,False,True,False,False,62236021022
91.255.79.251,2020-10-20 13:29:47,3412,2020,10,20,13,False,True,False,False,False,False,True,True,False,False,91255079251
